0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,class
0.011415594002482744,0.005885378407627647,0.003986186405097534,0.004339047253955521,0.0017182971671151955,0.003664506667357071,0.004629498115529917,0.004279174625756634,0.004797538076906025,0.00316033574526178,0.47543178714888623,0.014250763993590355,0.003255246624034641,0.2702110575852668,0.004232455216165058,0.005545267250430477,0.07093450286766477,0.002885838714718836,0.007439699809395629,0.0979378243227571,二黄原板
0.03562807918373765,7.595091807780795E-4,5.144180987649912E-4,5.599548570977179E-4,2.217465697766438E-4,0.24809589147668804,5.974375949357388E-4,5.522282832659603E-4,6.191231832808039E-4,4.0784191714105954E-4,0.38582605994054403,0.044532682062027644,4.200901837419425E-4,7.158927103152921E-4,5.461991347477705E-4,7.15617772531242E-4,0.27385454435289236,3.7241802417208985E-4,9.600946474649183E-4,0.004100170826096053,二黄原板
0.3318066348762211,6.83624528579616E-4,4.6302117098936474E-4,5.040082264932403E-4,0.1846539021039777,4.2565600194918377E-4,0.03128013110154719,4.970536359142828E-4,5.572648823934616E-4,3.670933089379326E-4,0.11670922805630338,0.0016553178304374438,3.7811781751907725E-4,6.443658997005242E-4,4.916268762149973E-4,6.441184317070267E-4,5.539021334987005E-4,3.352087145916762E-4,8.641689493372882E-4,0.32648555545368685,二黄原板
8.370621567631378E-4,0.0052832477237349205,2.9229191129127006E-4,3.1816585732667566E-4,1.2599620592258442E-4,2.687043577218745E-4,0.03915302571759763,3.137756248709368E-4,3.517852482257902E-4,2.3173541862553314E-4,0.47151418223736913,0.0010449544054740257,2.3869487293589294E-4,0.4176525632755484,3.1034986798549394E-4,4.066133889715956E-4,0.029459834093031167,2.116075937956223E-4,5.455249342932668E-4,0.03143988510851507,二黄原板
7.630230502115425E-4,3.933811401544706E-4,2.6643835694119863E-4,0.10200884095328562,1.1485169719043456E-4,2.449371495026199E-4,3.0943757918264886E-4,2.860218114469159E-4,3.206694400791332E-4,0.3451707052848421,0.4076954263832851,9.525269914004699E-4,2.1758203801935648E-4,0.009215904912376643,2.8289906668191333E-4,3.706479689748437E-4,3.1873439834354363E-4,1.9289065974529453E-4,4.972726290010562E-4,0.13037780848933514,二黄原板
0.02126448080243864,0.010963031458272482,0.007425297734634159,0.008082591848706628,0.003200770552549353,0.0068260864622090986,0.008623631304792507,0.3777241825030985,0.008936648965717347,0.005886938408090194,0.39260986291745514,0.026545714335660477,0.006063734338216051,0.010333455476988768,0.00788403675461383,0.0103294869251241,0.008882721816561164,0.0053756170668584225,0.013858354960626052,0.05918335536738706,二黄原板
0.4300774387162321,5.02213462321607E-4,3.4015085136561516E-4,3.70261314338232E-4,1.4662642056726834E-4,3.127011474281474E-4,3.9504618333433954E-4,3.651522393011729E-4,0.006055481734983007,2.696790328162482E-4,0.33416674278575514,0.0012160518882988883,2.777780058540275E-4,0.045642143147474994,3.611655599708858E-4,0.12468730952832596,4.0691504857159373E-4,2.4625554250553075E-4,6.34847437348733E-4,0.053526039953206477,二黄原板
0.0068699973787254955,0.0035418686250068116,0.002398919420940808,0.0026112739516101716,0.0010340852198655163,0.002205329936715506,0.0027860696439964538,0.0025752421166750556,0.0028871974603784938,0.0019019157725054818,0.6444913940752485,0.008576225753956284,0.0019590339118016305,0.003338469097818185,0.0025471259957478456,0.0033371869625447724,0.0028697750094478966,0.0017367212254772832,0.004477271894737725,0.29785489654680003,二黄原板
0.002968841393460911,0.0015306041042582562,0.2075290730315842,0.001128451405413016,4.468757171014259E-4,9.530243523286699E-4,0.0012039886521319262,0.0011128803946628535,0.0012476906262018223,0.2933527906669482,0.19247583592435571,0.0037061810382720225,8.465885280482179E-4,0.001442705826800689,0.0011007301274894273,0.0014421517572629754,0.0012401615849741685,7.505170058821268E-4,0.00193483481842936,0.2835860730443941,二黄原板
0.002180788127427961,0.0011243184852215186,7.615046561800311E-4,8.28913741476538E-4,3.282564236800065E-4,7.000522821076901E-4,0.06408472159712818,8.174759208335084E-4,9.165019425817695E-4,6.037375427379566E-4,0.596427103770913,0.23024356408536617,0.013261933190191392,0.02633988057221076,8.085508369757962E-4,0.0010593450485821233,9.109714202182818E-4,5.512987589924861E-4,0.0014212496530999134,0.05662983194407489,二黄原板
